Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Ações_Defensivas_BemSucedidas,Duelos_Defensivos_Ganhos,Duelos_Aéreos_Ganhos,Passes_Progressivos_Certos,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
15,K. Van De Perre,Genk II,Genk II,"LDMF, RDMF, AMF",LDMF,7,20,0,,26,2253,Belgium,Belgium,right,174,61,no,11.07,5.11344,1.48008,6.8325,BEL2,Testing,2024,0.732105172227937,0.7453756844912166,0.7387404283595769
16,L. Verstraete,SK Beveren,SK Beveren,"LDMF, LCMF, RDMF",LDMF,7,25,0,2024-06-30,25,2352,Belgium,Belgium,right,186,80,no,16.34,8.190555,1.681533,3.938702,BEL2,Testing,2024,0.9050779055472453,0.9409871129518685,0.923032509249557
17,T. Claes,Genk II,Genk II,"LDMF, AMF",LDMF,7,20,0,,28,2465,Belgium,Belgium,right,178,67,no,8.43,4.164000000000001,0.61985,5.694,BEL2,Testing,2024,0.4757790303504099,0.4206646580553294,0.4482218442028697
18,S. Brebels,Lierse Kempenzonen,Lierse Kempenzonen,"DMF, LCMF",DMF,7,29,0,2024-06-30,28,2574,Belgium,Belgium,right,183,74,no,7.24,3.668544,0.944944,5.27745,BEL2,Testing,2024,0.4527758590575759,0.3803312832293979,0.416553571143487
19,R. Wilmots,Liège,Liège,"DMF, RDMF, RCMF",DMF,7,27,0,2025-06-30,27,2589,Belgium,Belgium,right,187,76,no,10.81,4.206114,3.439731,3.78673,BEL2,Testing,2024,0.4854622567117534,0.4547137686497715,0.4700880126807625
20,N. Rôdes,Dender,Dender,DMF,DMF,7,26,0,2025-06-30,28,2660,Belgium,Belgium,right,191,75,no,11.64,5.887727999999999,2.56896,4.367516,BEL2,Testing,2024,0.6367280423552062,0.6226500576956203,0.6296890500254133
21,T. Pietermaat,Patro Eisden,Patro Eisden,"RDMF, RCMF, LDMF",RDMF,7,31,0,2025-06-30,30,2771,Belgium,Belgium,right,174,68,no,11.43,6.010498,0.9403159999999999,2.046,BEL2,Testing,2024,0.2544060813734712,0.2352245653753989,0.2448153233744351
22,D. Karim,Lommel SK,Lommel SK,DMF,DMF,7,20,0,,32,3073,Togo,Togo,both,0,0,no,9.66,5.066217,0.7040000000000001,5.50395,BEL2,Testing,2024,0.5029153125947734,0.5015082224289967,0.5022117675118851
0,Marcos Antônio,São Paulo,São Paulo,"RDMF, DMF",RDMF,7,24,4000000,2027-06-30,13,919,Brazil,Brazil,right,166,66,yes,5.19,1.957078,0.686875,4.016522,BRA1,Testing,2024,0.0,0.0,0.0
1,Matheus Fernandes,Red Bull Bragantino,Red Bull Bragantino,"RDMF, DMF",RDMF,7,26,2000000,2027-12-31,16,931,Brazil,Brazil,right,183,70,no,12.76,5.02686,1.061244,3.96606,BRA1,Testing,2024,0.640370979017644,0.6998158892828887,0.6700934341502662
2,G. Freitas,Atlético GO,Atlético GO,"DMF, LDMF, RDMF",DMF,7,33,400000,2024-12-31,15,945,Uruguay,Uruguay,right,186,78,no,9.52,3.905208,2.856636,3.240832,BRA1,Testing,2024,0.5986144345231561,0.6250101866993677,0.6118123106112618
3,Filipe Augusto,Cuiabá,Cuiabá,"LDMF, RCMF, DMF",LDMF,7,31,700000,2024-12-31,19,951,Brazil,Brazil,left,182,77,no,8.71,3.593998,0.8526599999999999,2.93408,BRA1,Testing,2024,0.2987581906331209,0.2727189724282054,0.2857385815306631
4,F. Bernal,Fluminense,Fluminense,"RDMF, LDMF, LCMF",RDMF,7,21,0,,15,1054,Uruguay,Uruguay,right,187,78,no,7.34,3.673329,1.453776,5.21235,BRA1,Testing,2024,0.4405383601824887,0.4769901053737629,0.4587642327781257
5,Zé Rafael,Palmeiras,Palmeiras,LDMF,LDMF,7,31,4500000,2026-12-31,18,1084,Brazil,"Brazil, Italy",right,175,71,no,7.56,4.648635000000001,0.9951779999999999,4.065152,BRA1,Testing,2024,0.3093907371716095,0.3493309233355124,0.3293608302535609
6,N. de la Cruz,Flamengo,Flamengo,"LDMF, RDMF, LCMF",LDMF,7,27,18000000,2028-06-30,15,1122,Uruguay,Uruguay,right,167,65,no,4.73,2.56899,0.8033839999999999,9.466424,BRA1,Testing,2024,0.5204457537498641,0.5399810716178033,0.5302134126838336
7,Filipe Machado,Vitória,Vitória,"DMF, LCMF",DMF,7,28,1000000,2026-12-31,24,1132,Brazil,Brazil,right,174,61,no,7.31,3.260508,0.715,4.76904,BRA1,Testing,2024,0.3012971180869635,0.2911351649338094,0.2962161415103864
8,Ricardo Ryller,Vitória,Vitória,"DMF, RCMF",DMF,7,30,650000,2025-12-31,19,1152,Brazil,Brazil,right,184,78,no,11.33,5.470185,1.172696,4.531136,BRA1,Testing,2024,0.7389601034219927,0.7257723642125344,0.7323662338172635
9,D. Bobadilla,São Paulo,São Paulo,"RDMF, RCMF",RDMF,7,23,2500000,2027-12-31,18,1173,Paraguay,Paraguay,right,181,73,no,7.44,4.604274999999999,0.153318,6.368688,BRA1,Testing,2024,0.4593371599389315,0.4842468988300206,0.471792029384476
10,Higor Meritão,Criciúma,Criciúma,"DMF, LCMF, LDMF",DMF,7,30,1300000,2024-12-31,17,1179,Brazil,Brazil,left,186,85,yes,8.7,3.052296,0.22875,4.35,BRA1,Testing,2024,0.3305556196039683,0.2801846930404094,0.3053701563221888
11,André,Wolverhampton Wanderers,Fluminense,"LDMF, RDMF, RCMF",LDMF,7,23,25000000,2026-12-31,12,1208,Brazil,Brazil,right,176,77,no,8.2,3.35,0.445744,3.202848,BRA1,Testing,2024,0.1796315334735849,0.1861386304422055,0.1828850819578952
12,Gabriel Menino,Palmeiras,Palmeiras,"LDMF, LAMF, RCMF",LDMF,7,24,9000000,2027-12-31,27,1228,Brazil,Brazil,right,180,78,no,9.23,4.249124,1.101636,5.714856,BRA1,Testing,2024,0.6133883640302101,0.6166039513300553,0.6149961576801326
13,Ronaldo,Juventude,Juventude,"LDMF, DMF, LCMF",LDMF,7,28,700000,2024-12-31,13,1291,Brazil,Brazil,right,179,69,no,8.85,4.320992,1.811132,3.625607,BRA1,Testing,2024,0.525271085960384,0.537028387600955,0.5311497367806695
14,Danilo Barbosa,Botafogo,Botafogo,"RDMF, RCMF, LCMF",RDMF,7,28,2500000,2025-06-30,25,1301,Brazil,Brazil,right,183,74,no,9.2,3.735564,2.0068,4.427052000000001,BRA1,Testing,2024,0.6043175242611741,0.6036699159535378,0.603993720107356
15,Lucas Kal,Al Riyadh,Atlético GO,"DMF, RDMF",DMF,7,28,1400000,2025-05-30,17,1302,Brazil,"Brazil, Italy",right,186,78,no,8.36,3.73191,0.9671759999999999,5.391976000000001,BRA1,Testing,2024,0.5175339595370421,0.5064474934985055,0.5119907265177737
16,Lucas Sasha,Fortaleza,Fortaleza,"RDMF, RCMF, LDMF",RDMF,7,34,400000,2025-12-31,21,1360,Brazil,"Brazil, Italy",right,177,67,no,13.43,8.273874000000001,1.193176,2.715336,BRA1,Testing,2024,0.6953120874489884,0.7411652509945782,0.7182386692217833
17,Pedro Augusto,Fortaleza,Fortaleza,"DMF, LCMF, LDMF",DMF,7,27,1500000,2026-12-31,27,1365,Brazil,Brazil,right,181,74,no,11.6,5.539172,1.716066,3.166872,BRA1,Testing,2024,0.6966308286985134,0.6977223422574363,0.6971765854779748
18,J. Sforza,Vasco da Gama,Vasco da Gama,"LDMF, DMF, LCMF",LDMF,7,22,4500000,2028-12-31,26,1454,Argentina,"Argentina, Italy",left,179,71,no,8.17,3.033966,1.796776,4.707802,BRA1,Testing,2024,0.4735074756801524,0.4677469626696393,0.4706272191748958
19,Raul,Red Bull Bragantino,Red Bull Bragantino,"DMF, RDMF, RCMF",DMF,7,28,1500000,2024-12-31,27,1470,Brazil,Brazil,right,180,73,no,8.94,4.164706000000001,0.552894,5.88,BRA1,Testing,2024,0.5470552767346404,0.5446309100613702,0.5458430933980052
20,Caíque,Juventude,Juventude,"LDMF, LCMF",LDMF,7,29,500000,2024-12-31,17,1570,Brazil,Brazil,right,178,72,no,9.97,5.04339,0.9186580000000001,3.380552,BRA1,Testing,2024,0.4799778587479886,0.4680103251475712,0.4739940919477799
21,Allan,Flamengo,Flamengo,"LDMF, RDMF, LCMF",LDMF,7,27,6000000,2027-12-31,24,1571,Brazil,Brazil,left,172,74,no,9.91,5.041371999999999,0.8603399999999999,4.985335,BRA1,Testing,2024,0.5856620845316621,0.6163868600569796,0.6010244722943208
22,Roni,Atlético GO,Atlético GO,"RDMF, DMF, RB",RDMF,7,25,2000000,2025-12-31,22,1618,Brazil,Brazil,right,174,68,yes,8.12,4.0051,0.7243080000000001,2.781547999999999,BRA1,Testing,2024,0.2055546975858335,0.2066773005897092,0.2061159990877713
23,Matheus Rossetto,Fortaleza,Fortaleza,"LDMF, DMF, RCMF",LDMF,7,28,1500000,2027-12-31,22,1690,Brazil,"Brazil, Italy",right,180,75,no,6.55,3.619963,0.532,5.38135,BRA1,Testing,2024,0.2967356164317999,0.3053462040603049,0.3010409102460523
24,Luan Silva,Vitória,Vitória,"DMF, RCMF, RDMF",DMF,7,25,2000000,2026-12-31,25,1747,Brazil,Brazil,right,175,81,yes,6.08,2.574656,1.187478,2.471166,BRA1,Testing,2024,0.0887707580097758,0.12988596169516,0.1093283598524679
25,Fernandinho,Athletico Paranaense,Athletico Paranaense,"LDMF, LCMF, RCMF",LDMF,7,39,400000,2024-12-31,25,1750,Brazil,Brazil,right,179,67,no,5.66,2.828004,1.2875,8.997084,BRA1,Testing,2024,0.5420335943319047,0.5878515788868169,0.5649425866093607
26,Alisson,São Paulo,São Paulo,"RDMF, RCMF, LDMF",RDMF,7,31,2000000,2024-12-31,21,1778,Brazil,Brazil,right,174,73,no,6.99,3.441805,0.5588000000000001,6.5274,BRA1,Testing,2024,0.4350540249271252,0.4212921292980053,0.4281730771125652
27,R. Ríos,Palmeiras,Palmeiras,"RDMF, LCMF",RDMF,7,24,10000000,2028-12-31,24,1915,Colombia,Colombia,right,185,78,no,9.82,5.874869,1.268406,4.419855999999999,BRA1,Testing,2024,0.6652435903031203,0.6638453033745758,0.664544446838848
28,E. Pulgar,Flamengo,Flamengo,"RDMF, RCMF, LDMF",RDMF,7,30,5000000,2025-12-31,23,1953,Chile,Chile,right,187,74,no,9.03,4.15,1.7076,6.13287,BRA1,Testing,2024,0.6847911196896848,0.7132164519212345,0.6990037858054596
29,Rômulo,Internacional,Internacional,"RDMF, DMF, RCMF",RDMF,7,24,900000,2027-12-31,30,1994,Brazil,Brazil,right,182,75,no,10.4,5.037707999999999,2.195013,3.689232,BRA1,Testing,2024,0.6731090122300357,0.6651040151714969,0.6691065137007662
30,Thiago Maia,Internacional,Internacional,"LDMF, DMF, LCMF",LDMF,7,27,6000000,2026-12-31,27,2082,Brazil,Brazil,left,179,79,no,8.43,3.244704,1.77,4.32284,BRA1,Testing,2024,0.4778633112470739,0.486226677977585,0.4820449946123294
31,Lima,Fluminense,Fluminense,"LDMF, AMF, CF",LDMF,7,28,3000000,2025-12-31,30,2088,Brazil,Brazil,right,181,73,no,5.6,2.843064,0.388,2.286188,BRA1,Testing,2024,0.01162611671837766,0.02877205190579023,0.02019908431208394
32,Bruno Henrique,Internacional,Internacional,"RDMF, LCMF, RCMF",RDMF,7,35,500000,2025-12-31,37,2119,Brazil,"Brazil, Italy",right,180,75,no,7.84,4.07289,1.228352,4.514752,BRA1,Testing,2024,0.4190048971310197,0.4265401371206443,0.422772517125832
33,Hugo Moura,Vasco da Gama,Vasco da Gama,"RDMF, RCMF",RDMF,7,26,1500000,2026-06-30,30,2315,Brazil,Brazil,right,182,79,yes,9.84,5.208947999999999,0.702526,4.665578,BRA1,Testing,2024,0.5432787074141093,0.5524283023755288,0.547853504894819
34,Luiz Gustavo,São Paulo,São Paulo,LDMF,LDMF,7,37,350000,2024-12-31,28,2411,Brazil,"Brazil, Germany",left,186,77,no,6.87,3.656812,0.598676,6.199307999999999,BRA1,Testing,2024,0.3781665716478665,0.3963426167720937,0.3872545942099801
35,Mateus Carvalho,Vasco da Gama,Vasco da Gama,"LDMF, LCMF",LDMF,7,22,800000,2027-12-31,32,2428,Brazil,Brazil,left,184,84,no,11.01,4.890508000000001,1.337232,5.07744,BRA1,Testing,2024,0.7274389530551547,0.770614210860627,0.7490265819578907
36,Barreto,Criciúma,Criciúma,"DMF, RCMF",DMF,7,28,500000,2024-12-31,29,2462,Brazil,"Brazil, Italy",right,181,78,no,9.25,4.604416000000001,1.318032,2.5986,BRA1,Testing,2024,0.4561700769273541,0.4322964264506101,0.444233251688982
37,Gregore,Botafogo,Botafogo,"RDMF, RCMF, LDMF",RDMF,7,30,2500000,2026-12-31,33,2507,Brazil,Brazil,right,181,78,no,10.34,6.247827999999999,2.694122999999999,8.578881,BRA1,Testing,2024,1.0,1.0,1.0
38,M. Villasanti,Grêmio,Grêmio,"RDMF, RCMF",RDMF,7,27,10000000,2027-12-31,25,2525,Paraguay,Paraguay,right,178,74,no,9.52,4.60026,0.7116029999999999,4.171258,BRA1,Testing,2024,0.4364642226510422,0.4559223408932555,0.4461932817721488
39,Dodi,Grêmio,Grêmio,"LDMF, LCMF, DMF",LDMF,7,28,700000,2026-12-31,32,2544,Brazil,Brazil,right,169,67,no,8.63,4.63275,0.6356249999999999,2.159728,BRA1,Testing,2024,0.2793543808099046,0.2767952111776349,0.2780747959937697
40,Hércules,Fortaleza,Fortaleza,"RDMF, RCMF",RDMF,7,24,0,,32,2554,Brazil,Brazil,right,178,75,no,7.12,4.123904,0.386628,2.927345,BRA1,Testing,2024,0.08082953711308746,0.1020910911443721,0.09146031412872979
41,Raniele,Corinthians,Corinthians,"DMF, RDMF, LDMF",DMF,7,27,3500000,2028-12-31,33,2573,Brazil,Brazil,right,184,78,no,11.33,4.410294,1.995084,2.309909,BRA1,Testing,2024,0.6616308835703676,0.6267369641297813,0.6441839238500744
42,Lucas Mineiro,Cuiabá,Cuiabá,"DMF, RDMF, LDMF",DMF,7,28,1400000,2026-12-31,33,2621,Brazil,Brazil,left,188,80,no,8.52,4.363775,1.478808,3.39629,BRA1,Testing,2024,0.4565654548681005,0.4580434722844182,0.4573044635762593
43,Marlon Freitas,Botafogo,Botafogo,"LDMF, LCMF, RDMF",LDMF,7,29,3500000,2025-12-31,32,2673,Brazil,Brazil,right,185,78,no,5.99,3.064478,0.53721,7.642440000000001,BRA1,Testing,2024,0.4814302728585507,0.4561654486875708,0.4687978607730607
44,A. Moreno,Palmeiras,Palmeiras,"LDMF, RDMF, LCMF",LDMF,7,25,10000000,2028-12-31,33,2699,Argentina,Argentina,right,178,73,no,9.7,4.43555,0.8666399999999999,5.802355,BRA1,Testing,2024,0.6881690948129372,0.6607485009782382,0.6744587978955876
45,Lucas Evangelista,Red Bull Bragantino,Red Bull Bragantino,"LDMF, LCMF",LDMF,7,29,4000000,2026-06-30,31,2723,Brazil,Brazil,right,181,79,no,6.41,2.70928,1.355698,3.566472,BRA1,Testing,2024,0.1354708545748461,0.1957009429283492,0.1655858987515976
46,L. Romero,Cruzeiro,Cruzeiro,"DMF, RCMF",DMF,7,30,3200000,2025-12-31,33,2761,Argentina,"Argentina, Italy",right,170,68,no,8.25,4.532964,1.078419,6.424759,BRA1,Testing,2024,0.6546004197537894,0.6606757892715652,0.6576381045126772
47,Martinelli,Fluminense,Fluminense,"RDMF, LDMF, RCMF",RDMF,7,23,9000000,2026-12-31,34,2927,Brazil,"Brazil, Italy",right,177,75,no,7.59,3.472150000000001,0.8615999999999999,3.872213,BRA1,Testing,2024,0.2490705049953001,0.2691675475479315,0.2591190262716158
48,Caio Alexandre,Bahia,Bahia,DMF,DMF,7,25,6500000,2028-12-31,36,2979,Brazil,Brazil,right,175,68,no,6.98,4.35005,0.270006,5.83347,BRA1,Testing,2024,0.352054054000936,0.3855100721546618,0.3687820630777989
49,Jádson,Juventude,Juventude,"RDMF, RCMF",RDMF,7,31,1000000,2025-12-31,33,3200,Brazil,Brazil,right,171,67,no,8.86,4.615874,0.31075,5.002558,BRA1,Testing,2024,0.4454839627803288,0.4441775831257391,0.4448307729530339
0,Guilherme Xavier,Amazonas,Amazonas,"DMF, LCMF",DMF,7,29,100000,2024-12-31,14,922,Brazil,Brazil,left,170,73,no,5.47,3.026532,0.778618,3.418173,BRA2,Testing,2024,0.0,0.0,0.0
1,Auremir,Chapecoense,Chapecoense,"DMF, RDMF, LCMF",DMF,7,33,300000,2025-12-31,18,951,Brazil,Brazil,right,174,64,no,8.23,3.504004,2.17833,2.17464,BRA2,Testing,2024,0.3441636537932551,0.2829980127507717,0.3135808332720134
2,Felipe Amaral,América Mineiro,América Mineiro,"DMF, RDMF, LDMF",DMF,7,21,0,,22,1017,Brazil,Brazil,right,174,72,no,9.65,4.601767,0.7071940000000001,5.223687999999999,BRA2,Testing,2024,0.6816721092606897,0.617690085137433,0.6496810971990613
3,Netinho,Paysandu,Paysandu,"RDMF, LDMF, AMF",RDMF,7,26,0,,27,1021,Brazil,Brazil,right,180,76,no,6.43,3.704979,0.615228,5.906667,BRA2,Testing,2024,0.2832494581383955,0.3018468932130286,0.292548175675712
4,Rômulo,CRB,CRB,"RDMF, LDMF, DMF",RDMF,7,28,450000,2024-12-31,26,1056,Brazil,Brazil,right,182,80,no,7.84,3.069576,1.532614,5.029305000000001,BRA2,Testing,2024,0.4068218141778968,0.3804442429920551,0.393633028584976
5,Val Soares,Paysandu,Paysandu,"LDMF, AMF, LCMF",LDMF,7,27,225000,2025-06-30,19,1073,Brazil,Brazil,right,176,69,yes,7.3,3.436224,0.921888,9.141606000000001,BRA2,Testing,2024,0.560684141036603,0.6260744125475612,0.5933792767920821
6,Dudu Vieira,Juventude,Ponte Preta,"RDMF, RB, RCMF",RDMF,7,30,200000,2025-12-31,14,1084,Brazil,Brazil,right,175,75,no,7.97,3.739188,0.582072,2.660133,BRA2,Testing,2024,0.1532280272692876,0.1330797551565344,0.143153891212911
7,Rodrigo Lindoso,Operário PR,Operário PR,"DMF, LCMF, RCMF",DMF,7,35,200000,2024-12-31,18,1095,Brazil,Brazil,right,182,79,no,7.89,2.136456,1.066954,4.353325,BRA2,Testing,2024,0.2808718953939845,0.22516155954826,0.2530167274711222
8,Arilson,Vila Nova,Vila Nova,"LDMF, LCMF, RCMF",LDMF,7,31,450000,2024-12-31,17,1160,Brazil,Brazil,right,180,82,no,7.37,3.25988,1.627624,5.355528,BRA2,Testing,2024,0.4008091276249058,0.3986276235758124,0.3997183756003591
9,Zé Gabriel,Coritiba,Coritiba,"RDMF, RCMF, LCMF",RDMF,7,25,1500000,2025-12-31,17,1293,Brazil,Brazil,right,184,77,yes,6.4,2.508,1.114434,6.267411999999999,BRA2,Testing,2024,0.3753805111858403,0.296752812099179,0.3360666616425096
10,Moisés,América Mineiro,América Mineiro,"LDMF, LCMF",LDMF,7,36,250000,2024-12-31,30,1450,Brazil,Brazil,right,184,76,no,5.83,2.980778,1.240785,6.021834999999999,BRA2,Testing,2024,0.291070375293028,0.2629191342947828,0.2769947547939055
11,Índio,Operário PR,Operário PR,"LDMF, LCMF",LDMF,7,32,100000,2024-12-31,24,1513,Brazil,Brazil,left,185,82,no,6.6,2.616682,1.489008,5.177106,BRA2,Testing,2024,0.2841612166150502,0.237040242787458,0.2606007297012541
12,Richardson,Ceará,Ceará,"LDMF, RCMF, DMF",LDMF,7,33,300000,2024-12-31,25,1683,Brazil,Brazil,right,174,74,no,7.81,4.440821000000001,1.01673,4.437436,BRA2,Testing,2024,0.3469389857992354,0.3592081390882942,0.3530735624437649
13,Emerson Santos,Ponte Preta,Ponte Preta,"LDMF, RCMF",LDMF,7,29,500000,2025-04-30,26,1683,Brazil,Brazil,right,184,75,no,7.54,2.888182,0.7478520000000001,4.441338,BRA2,Testing,2024,0.186300136391098,0.1964540484569575,0.1913770924240277
14,Tárik,Chapecoense,Chapecoense,"LDMF, LCMF, RCMF",LDMF,7,31,50000,2024-12-31,27,1821,Brazil,"Brazil, Italy",right,183,72,no,7.12,3.457791,1.876408,5.094088999999999,BRA2,Testing,2024,0.3935739843909352,0.3942013460346441,0.3938876652127897
15,Vini Paulista,Coritiba,Coritiba,"LDMF, LW, RDMF",LDMF,7,23,500000,2025-12-31,29,1885,Brazil,Brazil,right,179,71,no,9.88,6.206232000000001,0.6215160000000001,2.768414,BRA2,Testing,2024,0.541895058840499,0.5422295858522984,0.5420623223463987
16,Vinicius Diniz,Operário PR,Operário PR,"RDMF, RCMF, LDMF",RDMF,7,25,100000,2025-12-31,29,1894,Brazil,Brazil,right,190,82,no,8.46,3.94548,1.805152,4.130715,BRA2,Testing,2024,0.4232725187639424,0.4349991391745915,0.4291358289692669
17,Jacy,Operário PR,Operário PR,"RDMF, DMF, RCMF",RDMF,7,27,100000,2025-12-31,29,2000,Brazil,Brazil,right,192,83,no,9.99,5.133476999999999,4.863359999999999,2.654955,BRA2,Testing,2024,0.6901560130931448,0.6787661994648732,0.6844611062790089
18,João Costa,Botafogo SP U20,Botafogo SP,"DMF, RCMF, LCMF",DMF,7,19,0,,32,2186,Brazil,Brazil,right,0,0,no,6.75,2.966866,0.9893259999999999,2.222283,BRA2,Testing,2024,0.03925286530681539,0.0373765008438368,0.03831468307532609
19,Emerson Santos,Ponte Preta,Ponte Preta,"DMF, LDMF, LCMF",DMF,7,32,200000,2024-12-31,33,2349,Brazil,Brazil,right,180,77,no,9.5,4.864692,1.64728,4.750920000000001,BRA2,Testing,2024,0.6451410958818588,0.6593056908080359,0.6522233933449473
20,Neto Moura,Mirassol,Mirassol,"DMF, LCMF, LDMF",DMF,7,28,800000,2025-12-31,33,2445,Brazil,Brazil,right,177,70,yes,9.24,3.82838,1.325648,6.916539,BRA2,Testing,2024,0.7584591164998866,0.7476188055931652,0.7530389610465259
21,Castro,Ponte Preta,Ponte Preta,"RDMF, RCMF, LCB",RDMF,7,29,0,,27,2522,Brazil,Brazil,right,191,81,no,8.42,3.95951,2.785,3.677658,BRA2,Testing,2024,0.4818497833400094,0.4875823270428081,0.4847160551914088
22,Lourenço,Ceará,Ceará,"RDMF, RCMF, LCMF",RDMF,7,27,1000000,2025-12-31,30,2552,Brazil,Brazil,right,169,65,no,6.45,2.537016,1.513512,4.587706,BRA2,Testing,2024,0.1771305778196878,0.1254148749419167,0.1512727263808022
23,Rodrigo,Ituano,Ituano,"DMF, LDMF, LCMF",DMF,7,30,50000,2024-12-31,32,2610,Brazil,Brazil,right,176,70,no,10.34,4.209484000000001,0.82853,2.865032,BRA2,Testing,2024,0.506157285983481,0.4822655061775936,0.4942113960805373
24,João Pedro,CRB,CRB,"RDMF, RCMF, LDMF",RDMF,7,25,50000,2024-12-31,32,2732,Brazil,Brazil,right,185,72,no,7.48,4.285049999999999,1.085,5.172637999999999,BRA2,Testing,2024,0.3569075203490976,0.385253336753373,0.3710804285512353
25,Falcão,CRB,CRB,"LDMF, DMF, LCMF",LDMF,7,26,100000,2026-12-31,35,2768,Brazil,Brazil,right,183,71,no,11.97,6.794423999999999,1.7225,5.134935,BRA2,Testing,2024,0.9187748857381736,0.9783377506456873,0.9485563181919304
26,Rodolfo Potiguar,Brusque,Brusque,"DMF, RCMF, RDMF",DMF,7,36,100000,2024-12-31,35,2961,Brazil,Brazil,right,179,70,no,9.7,3.954032,1.33802,7.782435,BRA2,Testing,2024,0.8628976290950837,0.8700583471618506,0.8664779881284672
27,Felipe,Sport Recife,Sport Recife,"DMF, LCMF, RCMF",DMF,7,30,900000,2024-12-31,32,2975,Brazil,Brazil,right,184,84,no,6.84,3.234755,1.421811,6.506016,BRA2,Testing,2024,0.4244022825286149,0.4352668719306655,0.4298345772296402
28,Alê,América Mineiro,América Mineiro,"DMF, RDMF, LDMF",DMF,7,34,300000,2025-12-31,34,3124,Brazil,Brazil,right,184,74,no,7.38,4.09344,0.804364,6.227244,BRA2,Testing,2024,0.4676055891648169,0.4774450352105843,0.4725253121877006
29,João Schmidt,Santos,Santos,"LDMF, LCMF, RDMF",LDMF,7,31,1000000,2024-12-31,33,3154,Brazil,Brazil,left,183,80,no,10.53,4.9657,2.19604,8.33085,BRA2,Testing,2024,1.0,1.0,1.0
30,João Vieira,Paysandu,Paysandu,"RDMF, LDMF, RCMF",RDMF,7,27,100000,2024-11-30,35,3364,Brazil,Brazil,right,173,68,no,6.72,3.772272,0.399952,5.432973,BRA2,Testing,2024,0.2679653750998395,0.2871093809110622,0.2775373780054509
0,Lincoln,Ferroviário,Ferroviário,"RDMF, RCMF, LDMF",RDMF,7,31,0,,15,989,Brazil,Brazil,right,178,69,no,6.46,3.45912,0.9119999999999999,4.098416,BRA3,Testing,2024,0.2640370707851744,0.2846455599656352,0.2743413153754047
1,Henrique Silva,Volta Redonda,Volta Redonda,"RDMF, RCMF, DMF",RDMF,7,30,0,,22,1288,Brazil,Brazil,right,175,74,no,8.04,4.333776,0.980056,3.42369,BRA3,Testing,2024,0.5512678647149938,0.5454114328119997,0.5483396487634967
2,Sousa,Amazonas,Náutico,"LDMF, LCMF, DMF",LDMF,7,30,25000,2025-10-31,15,1366,Brazil,Brazil,left,183,83,yes,9.82,4.280736,3.626815999999999,4.480908,BRA3,Testing,2024,0.808302791180207,0.8430902962786712,0.825696543729439
3,Daniel,ABC,ABC,"DMF, RCMF, LDMF",DMF,7,28,0,,15,1399,Brazil,Brazil,right,171,68,no,4.18,2.315763,0.449448,4.051994000000001,BRA3,Testing,2024,0.0,0.0,0.0
4,Rafael Carrilho,EC São José,EC São José,"RDMF, RCMF",RDMF,7,29,0,,16,1497,Brazil,Brazil,right,176,71,no,8.9,4.326351,1.744435,6.97444,BRA3,Testing,2024,1.0,1.0,1.0
5,Tauã,Londrina,Londrina,"LDMF, LCMF, DMF",LDMF,7,29,0,,19,1890,Brazil,Brazil,right,176,75,yes,10.1,5.426670000000001,1.47378,5.571654,BRA3,Testing,2024,0.9590475770167528,0.9644717665394581,0.9617596717781054
